dep_id	fips	quad	huc
10000749	f02261	q63144B4	h19040501
10000750	f02261	q63144A4	h19040501
10000751	f02261	q63144A4	h19040501
10000752	f02261	q63144A4	h19040501
10000753	f02261	q63144A4	h19040501
10000754	f02261	q63144A4	h19040501
10000756	f02261	q63144A4	h19040501
10000757	f02261	q63144A4	h19040501
10000758	f02261	q63144A4	h19040501
10000759	f02261	q63144A4	h19040501
10000760	f02261	q63144A4	h19040501
10000761	f02261	q63144A4	h19040501
10000763	f02261	q63144A4	h19040501
10000764	f02261	q63144A4	h19040501
10000765	f02261	q63144A4	h19040501
10000766	f02261	q63144A4	h19040501
10000767	f02261	q63144B3	h19040501
10000768	f02261	q63144B3	h19040501
10000769	f02261	q63144A2	h19040501
10000770	f02261	q63144A2	h19040501
10000771	f02261	q63144A2	h19040501
10000772	f02261	q63144A2	h19040501
10000773	f02240	q63144A2	h19040101
10000774	f02240	q63144A1	h19040101
10000775	f02240	q63144A1	h19040101
10000776	f02240	q63144A1	h19040101
10000777	f02240	q63144A1	h19040101
10000778	f02240	q63144A1	h19040101
10000779	f02240	q63144A1	h19040101
10000780	f02240	q63144A1	h19040101
10000781	f02240	q63144A1	h19040101
10000782	f02240	q63144A1	h19040101
10000783	f02261	q63144C5	h19040502
10000784	f02261	q63144D6	h19020101
10000785	f02240	q63144A2	h19040501
10000786	f02261	q63144A2	h19040501
10000787	f02261	q63144A2	h19040501
10000788	f02261	q63144A2	h19040501
10000789	f02261	q63144A2	h19040501
10000790	f02261	q63144A2	h19040501
10000791	f02261	q63144C6	h19020101
10000792	f02261	q63144A3	h19040501
10000793	f02261	q63144A3	h19040501
10000794	f02261	q63144A3	h19040501
10000795	f02261	q63144A5	h19040501
10000796	f02261	q63144C4	h19040501
10000797	f02261	q62147A8	h19020201
10000798	f02261	q62147A8	h19020201
10000799	f02261	q62147A8	h19020201
10000800	f02261	q62147A8	h19020201
10000801	f02261	q62147A8	h19020201
10000802	f02261	q62147A8	h19020201
10000803	f02261	q62147A7	h19020201
10000804	f02261	q62147A7	h19020201
10000805	f02261	q62147A7	h19020201
10000806	f02261	q62147A7	h19020201
10000807	fUS02	q62147A7	
10000808	f02261	q62147A7	h19020201
10000809	f02261	q62147A7	h19020201
10000810	f02261	q62147A7	h19020201
10000811	f02261	q62147A7	h19020201
10000812	f02261	q62147B7	h19020201
10000813	f02261	q62147A7	h19020201
10000814	f02261	q62147A7	h19020201
10000815	f02261	q62147A7	h19020201
10000816	f02261	q62147A7	h19020201
10000817	f02261	q62147A7	h19020201
10000818	f02261	q62147A7	h19020201
10000819	f02261	q62147A7	h19020201
10000820	f02261	q62147A7	h19020201
10000821	f02261	q62147A6	h19020201
10000822	f02261	q62147A6	h19020201
10000823	f02261	q62147A6	h19020201
10000824	f02261	q62147A6	h19020201
10000825	f02261	q62147A7	h19020201
10000826	f02261	q62147A7	h19020201
10000827	f02261	q62147A7	h19020201
10000828	f02261	q62147A7	h19020201
10000829	f02261	q62147A6	h19020201
10000830	f02261	q62147A4	h19020104
10000831	f02261	q62147B4	h19020104
10000832	f02261	q62147B4	h19020104
10000833	f02261	q62147B4	h19020104
10000834	f02261	q62147B4	h19020104
10000835	f02261	q62147B4	h19020104
10000836	f02261	q62147B4	h19020102
10000837	f02261	q62147B4	h19020102
10000838	f02261	q62147B4	h19020102
10000839	f02261	q62147C4	h19020102
10000840	f02261	q62147C3	h19020102
10000841	f02261	q62147C3	h19020102
10000842	f02261	q62147D4	h19020102
10000843	f02261	q62147C2	h19020102
10000844	f02261	q62147C2	h19020102
10000845	f02261	q62147B1	h19020104
10000846	f02261	q62147B1	h19020103
10000847	f02261	q62147B1	h19020104
10000848	f02261	q62147B1	h19020104
10000849	f02261	q62147B1	h19020104
10000850	f02261	q62147C1	h19020102
10000851	f02261	q62147C1	h19020102
10000852	f02261	q62147C1	h19020102
10000853	f02261	q62147C1	h19020102
10000854	f02261	q62147C1	h19020102
10000855	f02261	q62147C1	h19020102
10000856	f02261	q62147C1	h19020102
10000857	f02261	q62147C1	h19020102
10000858	f02261	q62147C1	h19020102
10000859	f02261	q62147C1	h19020102
10000860	f02261	q62147C1	h19020102
10000861	f02261	q62147C1	h19020102
10000862	f02261	q62147C1	h19020102
10000863	f02261	q62147C1	h19020102
10000864	f02261	q62147C1	h19020102
10000865	f02261	q62147C1	h19020102
10000866	f02261	q62147C1	h19020102
10000867	f02261	q62147C1	h19020102
10000868	f02261	q62147C1	h19020102
10000869	f02261	q62147C1	h19020102
10000870	f02261	q62147B4	h19020104
10000871	f02261	q62147A7	h19020201
10000872	f02261	q62147A7	h19020201
10000873	f02261	q62147B6	h19020102
10000874	f02261	q62147A6	h19020201
10000875	f02261	q62147B4	h19020104
10000876	f02261	q62147B4	h19020104
10000877	f02261	q62147B4	h19020102
10000878	f02261	q62147A3	h19020104
10000879	f02261	q62147A2	h19020104
10000880	f02261	q62147A5	h19020201
10000881	f02261	q62147A7	h19020201
10000882	f02170	q63153A5	h19020504
10000883	f02170	q63153D3	h19020504
10000884	f02170	q63153D4	h19020504
10000885	f02170	q63153C4	h19020504
10000886	f02170	q63153C4	h19020504
10000887	f02170	q63153B6	h19020504
10000888	f02068	q63153D3	h19020504
10000889	f02170	q63153C5	h19020504
10000890	f02170	q63153C1	h19020501
10000891	f02170	q63153C2	h19020502
10000892	f02170	q63153C2	h19020502
10000893	f02170	q63153C3	h19020504
10000894	f02170	q63153A5	h19020504
10000895	f02170	q63153A6	h19020504
10000896	f02170	q63153A4	h19020504
10000897	f02170	q63153B5	h19020504
10000898	f02170	q63153A1	h19020505
10000899	f02170	q63153C2	h19020504
10000900	f02170	q63153C2	h19020504
10000901	f02170	q63153C2	h19020504
10000902	f02170	q63153D1	h19020502
10000903	f02170	q63153C6	h19030402
10000904	f02068	q63153D5	h19030401
10000905	f02170	q63153C4	h19020504
10000906	f02068	q63153D5	h19030401
10000907	f02170	q63153C4	h19020504
10000908	f02170	q63153C5	h19020504
10000909	f02170	q63153C5	h19020504
10000910	f02170	q63153B6	h19020504
10000911	f02068	q63153C6	h19030401
10000912	f02170	q63153C3	h19020504
10000913	f02170	q63153C2	h19020504
10000914	f02170	q63153B2	h19020504
10000915	f02170	q63153C2	h19020504
10000916	f02170	q63153B2	h19020504
10000917	f02170	q63153B3	h19020504
10000918	f02170	q63153B3	h19020504
10000919	f02170	q63153C3	h19020504
10000920	f02170	q63153B3	h19020504
10000921	f02170	q63153B4	h19020504
10000922	f02170	q63153A2	h19020504
10000923	f02261	q62147B1	h19020103
10000924	f02261	q62147A5	h19020201
10000925	f02261	q62147B5	h19020104
10000926	f02261	q62147B3	h19020104
10000927	f02261	q62147B2	h19020104
10000928	f02261	q62147C6	h19020102
10000929	f02261	q62147C8	h19020102
10000930	f02261	q62147D8	h19020102
10000931	f02170	q62150C7	h19020505
10000932	f02170	q62150D7	h19020505
10000933	f02170	q62150D7	h19020505
10000934	f02170	q62150D7	h19020505
10000935	f02170	q62150D7	h19020505
10000936	f02170	q62150D7	h19020505
10000937	f02170	q62150D7	h19020505
10000938	f02170	q62150D7	h19020505
10000939	f02170	q62150D7	h19020505
10000940	f02170	q62150D7	h19020505
10000941	f02170	q62150D7	h19020505
10000942	f02170	q62150D7	h19020505
10000943	f02170	q62150D7	h19020505
10000944	f02170	q62150D7	h19020505
10000945	f02170	q62150D7	h19020505
10000946	f02170	q62150D7	h19020505
10000947	f02170	q62150D6	h19020505
10000948	f02170	q62150D6	h19020505
10000949	f02170	q62150D7	h19020505
10000950	f02170	q62150D6	h19020505
10000951	f02170	q62150D7	h19020505
10000952	f02170	q62150D7	h19020505
10000953	f02170	q62150D6	h19020505
10000954	f02170	q62150D6	h19020505
10000955	f02170	q62150D6	h19020505
10000956	f02170	q62150D6	h19020505
10000957	f02170	q62150D6	h19020505
10000958	f02170	q62150D6	h19020505
10000959	f02170	q62150D6	h19020505
10000960	f02170	q62150D6	h19020505
10000961	f02170	q62150D6	h19020505
10000962	f02170	q62150D6	h19020505
10000963	f02170	q62150D6	h19020505
10000964	f02170	q62150D6	h19020505
10000965	f02170	q62150D6	h19020505
10000966	f02170	q62150D6	h19020402
10000967	f02020	q62150B7	h19020401
10000968	f02020	q62150B7	h19020402
10000969	f02020	q62150B7	h19020402
10000970	f02020	q62150B6	h19020402
10000971	f02170	q62150B6	h19020402
10000972	f02170	q62150B6	h19020402
10000973	f02170	q62150B6	h19020402
10000974	f02170	q62150C5	h19020402
10000975	f02170	q62150C5	h19020402
10000976	f02170	q62150C4	h19020402
10000977	f02170	q62150D2	h19020402
10000978	f02170	q62150C2	h19020402
10000979	f02020	q62150A6	h19020401
10000980	f02020	q62150A6	h19020401
10000981	f02020	q62150A6	h19020401
10000982	f02020	q62150A6	h19020401
10000983	f02020	q62150A6	h19020401
10000984	fUS02	q62150A4	
10000985	f02020	q62150A6	h19020401
10000986	f02020	q62150A6	h19020401
10000987	f02170	q62150D7	h19020505
10000988	fUS02	q62150A4	
10000989	fUS02	q62150A4	
10000990	f02261	q62150A4	h19020201
10000991	f02261	q62150A3	h19020201
10000992	f02261	q62150A3	h19020201
10000993	f02261	q62150A3	h19020201
10000994	f02261	q62150A3	h19020201
10000995	f02261	q62150A3	h19020201
10000996	f02261	q62150A3	h19020201
10000997	f02261	q62150A3	h19020201
10000998	f02261	q62150A2	h19020201
10000999	f02261	q62150A2	h19020201
10001000	f02261	q62150A1	h19020201
10001001	f02170	q62150D6	h19020505
10001002	f02170	q62150D4	h19020402
10001003	f02170	q62150D4	h19020402
10001004	f02170	q62150D2	h19020402
10001005	f02170	q62150D1	h19020102
10001006	f02170	q62150D1	h19020102
10001007	f02020	q61150D6	h19020401
10001008	f02170	q62150B4	h19020402
10001009	f02020	q62150A6	h19020401
10001010	f02170	q62150D2	h19020402
10001011	f02261	q62144A7	h19020103
10001012	f02261	q62144A7	h19020103
10001013	f02261	q62144A7	h19020103
10001014	f02261	q62144A7	h19020103
10001015	f02261	q62144A7	h19020103
10001016	f02261	q62144B4	h19020103
10001017	f02261	q62144A5	h19020103
10001018	f02261	q62144B3	h19020103
10001019	f02261	q62144B5	h19020103
10001020	f02261	q62144B4	h19020103
10001021	f02261	q62144B4	h19020103
10001022	f02261	q62144B4	h19020103
10001023	f02261	q62144B4	h19020103
10001024	f02261	q62144B4	h19020103
10001025	f02261	q62144B5	h19020103
10001026	f02261	q62144B4	h19020103
10001027	f02261	q62144B4	h19020103
10001028	f02261	q62144B4	h19020103
10001029	f02261	q62144B4	h19020103
10001030	f02261	q62144B4	h19020103
10001031	f02261	q62144B5	h19020103
10001032	f02261	q62144B5	h19020103
10001033	f02261	q62144B4	h19020103
10001034	f02261	q62144B4	h19020103
10001035	f02261	q62144B5	h19020103
10001036	f02261	q62144B5	h19020103
10001037	f02261	q62144B4	h19020103
10001038	f02261	q62144B4	h19020103
10001039	f02261	q62144B4	h19020103
10001040	f02261	q62144B5	h19020103
10001041	f02261	q62144B5	h19020103
10001042	f02261	q62144C6	h19020103
10001043	f02261	q62144C6	h19020103
10001044	f02261	q62144C7	h19020103
10001045	f02261	q62144C8	h19020103
10001046	f02261	q62144C8	h19020103
10001047	f02261	q62144C8	h19020103
10001048	f02261	q62144C4	h19020103
10001049	f02261	q62144C4	h19020103
10001050	f02261	q62144C4	h19020103
10001051	f02261	q62144C6	h19020103
10001052	f02261	q62144C6	h19020103
10001053	f02261	q62144C8	h19020103
10001054	f02261	q62144C8	h19020103
10001055	f02261	q62144C7	h19020103
10001056	f02261	q62144C8	h19020103
10001057	f02261	q62144C8	h19020103
10001058	f02261	q62144C8	h19020103
10001059	f02261	q62144C8	h19020103
10001060	f02261	q62144C8	h19020103
10001061	f02261	q62144C8	h19020103
10001062	f02261	q62144C8	h19020103
10001063	f02261	q62144C2	h19040101
10001064	f02261	q62144C3	h19040101
10001065	f02261	q62144C3	h19040101
10001066	f02261	q62144C7	h19020103
10001067	f02261	q62144C8	h19020103
10001068	f02261	q62144C8	h19020102
10001069	f02261	q62144C8	h19020102
10001070	f02261	q62144C8	h19020102
10001071	f02261	q62144C8	h19020102
10001072	f02261	q62144C8	h19020102
10001073	f02261	q62144C8	h19020102
10001074	f02261	q62144C8	h19020102
10001075	f02261	q62144D3	h19040101
10001076	f02261	q62144C8	h19020102
10001077	f02261	q62144C8	h19020102
10001078	f02261	q62144C8	h19020102
10001079	f02261	q62144D8	h19020102
10001080	f02261	q62144D8	h19020102
10001081	f02261	q62144D8	h19020102
10001082	f02261	q62144D8	h19020102
10001083	f02240	q62144D1	h19040101
10001084	f02240	q62144D1	h19040101
10001085	f02240	q62144D1	h19040101
10001086	f02240	q64147A3	h19020101
10001087	f02240	q64147A2	h19020101
10001088	f02240	q64147A2	h19020101
10001089	f02240	q64147A2	h19020101
10001090	f02240	q64147A2	h19020101
10001091	f02261	q64147A2	h19020101
10001092	f02261	q64147A2	h19020101
10001093	f02240	q64147A2	h19020101
10001094	f02261	q64147A1	h19020101
10001095	f02261	q64147A1	h19020101
10001096	f02261	q64147A1	h19020101
10001097	f02261	q64147A1	h19020101
10001098	f02240	q64147B4	h19040504
10001099	f02240	q64147B4	h19040504
10001100	f02240	q64147B4	h19040504
10001101	f02240	q64147B4	h19040504
10001102	f02240	q64147B4	h19040504
10001103	f02240	q64147B4	h19040504
10001104	f02240	q64147B4	h19040504
10001105	f02261	q64147A4	h19040504
10001106	f02240	q64147B4	h19040504
10001107	f02240	q64147B4	h19040504
10001108	f02240	q64147B4	h19040504
10001109	f02240	q64147B4	h19040504
10001110	f02240	q64147B4	h19040504
10001111	f02240	q64147B4	h19040504
10001112	f02240	q64147B4	h19040504
10001113	f02240	q64147B4	h19040504
10001114	f02240	q64147B4	h19040504
10001115	f02240	q64147B4	h19040504
10001116	f02240	q64147B4	h19040504
10001117	f02261	q64147A4	h19040504
10001118	f02261	q64147A4	h19040504
10001119	f02261	q64147A4	h19040504
10001120	f02261	q64147A4	h19040504
10001121	f02261	q64147A4	h19020102
10001122	f02261	q64147A4	h19020102
10001123	f02261	q64147A4	h19020102
10001124	f02261	q64147A4	h19020102
10001125	f02261	q64147A4	h19020102
10001126	f02170	q64147B6	h19020501
10001127	f02170	q64147A6	h19020501
10001128	f02240	q64147B5	h19040504
10001129	f02240	q64147B5	h19040504
10001130	f02240	q64147B5	h19040504
10001131	f02240	q64147B5	h19040504
10001132	f02240	q64147B5	h19040504
10001133	f02240	q64147D6	h19040504
10001134	f02240	q64147C4	h19040504
10001135	f02240	q64147C4	h19040504
10001136	f02240	q64147C4	h19040504
10001137	f02170	q62153D7	h19020504
10001138	f02170	q62153D7	h19020504
10001139	f02170	q62153D6	h19020504
10001140	f02170	q62153B3	h19020504
10001141	f02261	q63147D4	h19020101
10001142	f02261	q63147C3	h19020102
10001143	f02261	q63147C3	h19020102
10001144	f02261	q63147D1	h19020101
10001145	f02261	q63147D1	h19020101
10001146	f02261	q63147D1	h19020101
10001147	f02261	q63147D1	h19020101
10001148	f02261	q63147C1	h19020101
10001149	f02261	q63147D1	h19020101
10001150	f02261	q63147D1	h19020101
10001151	f02261	q63147D1	h19020101
10001152	f02261	q63147D1	h19020101
10001153	f02261	q63147C1	h19020101
10001154	f02188	q68159C5	h19050401
10001155	f02188	q68159C6	h19050401
10001156	f02188	q68159C6	h19050303
10001157	f02188	q68159C6	h19050303
10001158	f02188	q68159C5	h19050401
10001159	f02188	q68159B5	h19050303
10001160	f02188	q68159B4	h19050401
10001161	f02188	q68159B6	h19050303
10001162	f02188	q68159B6	h19050303
10001163	f02188	q68159B6	h19050303
10001164	f02188	q68159A5	h19050303
10001165	f02188	q68159A5	h19050303
10001166	f02188	q68159A4	h19050303
10001167	f02188	q68159A3	h19050303
10001168	f02188	q68159A3	h19050303
10001169	f02188	q68159A3	h19050303
10001170	f02188	q68159A3	h19050303
10001171	f02188	q68159A3	h19050303
10001172	f02188	q68159A2	h19050303
10001173	f02188	q68159A3	h19050303
10001174	f02188	q67159D2	h19050303
10001175	f02188	q68159A2	h19050302
10001176	f02188	q67159D2	h19050302
10001177	f02188	q67159D2	h19050302
10001178	f02188	q67159D2	h19050302
10001179	f02188	q68159B3	h19050303
10001180	f02188	q68159B3	h19050303
10001181	f02188	q68159B3	h19050303
10001182	f02188	q68159B3	h19050303
10001183	f02188	q68159A2	h19050303
10001184	f02188	q68159A1	h19050302
10001185	f02188	q68159B1	h19050302
10001186	f02188	q68159B1	h19050303
10001187	f02188	q68159B2	h19050303
10001188	f02188	q68159B2	h19050303
10001189	f02188	q68159B1	h19050302
10001190	f02188	q68159C1	h19050401
10001191	f02188	q68159C1	h19050303
10001192	f02188	q68159D1	h19050401
10001193	f02188	q68159D1	h19050401
10001194	f02188	q68159D2	h19050401
10001195	f02188	q68159C3	h19050401
10001196	f02188	q68159D2	h19050401
10001197	f02188	q68159C3	h19050401
10001198	f02188	q68159B1	h19050302
10001199	f02188	q68159C2	h19050401
10001200	f02290	q68156A2	h19040603
10001201	f02188	q68156A5	h19050302
10001202	f02188	q68156A5	h19050302
10001203	f02188	q68156A6	h19050302
10001204	f02188	q68156A6	h19050302
10001205	f02290	q68156B2	h19050302
10001206	f02290	q68156B3	h19050302
10001207	f02290	q68156B4	h19050302
10001208	f02290	q68156C1	h19040603
10001209	f02290	q68156B3	h19040603
10001210	f02290	q68156B4	h19050401
10001211	f02290	q68156C4	h19050401
10001212	f02188	q68156C4	h19050401
10001213	f02188	q68156C5	h19050401
10001214	f02188	q68156C5	h19050401
10001215	f02188	q68156B4	h19050401
10001216	f02188	q68156B5	h19050302
10001217	f02188	q68156C6	h19050401
10001218	f02290	q68156D5	h19040603
10001219	f02290	q68156D5	h19040603
10001220	f02290	q68153C4	h19040601
10001221	f02290	q68153C3	h19040601
10001222	f02290	q68153C4	h19040601
10001223	f02290	q68153B3	h19040601
10001224	f02290	q68153B4	h19040601
10001225	f02290	q68153C1	h19040601
10001226	f02290	q68153B1	h19040601
10001227	f02290	q68153B1	h19040601
10001228	f02290	q68153B1	h19040601
10001229	f02290	q68153B1	h19040601
10001230	f02290	q68153B1	h19040601
10001231	f02290	q68153B1	h19040601
10001232	f02290	q68153D6	h19040601
10001233	f02290	q68153D6	h19040601
10001234	f02290	q68153C6	h19040601
10001235	f02290	q68153B3	h19040601
10001236	f02290	q68153C2	h19040601
10001237	f02290	q68153B1	h19040601
10001238	f02290	q68153B1	h19040601
10001239	f02290	q68153B1	h19040601
10001240	f02290	q68153B4	h19040601
10001241	f02290	q68153A1	h19040602
10001242	f02290	q68153A2	h19040602
10001243	f02290	q68153C4	h19040601
10001244	f02290	q68153A4	h19040601
10001245	f02290	q68153B3	h19040601
10001246	f02290	q68153B6	h19040603
10001247	f02290	q68153B4	h19040601
10001248	f02290	q68153B6	h19040603
10001249	f02290	q68153B4	h19040601
10001250	f02290	q68153A5	h19040603
10001251	f02290	q68153B5	h19040601
10001252	f02290	q68153B5	h19040601
10001253	f02290	q68153C5	h19040601
10001254	f02290	q68153B6	h19040603
10001255	f02290	q68153B6	h19040603
10001256	f02290	q68153A5	h19040603
10001257	f02290	q68153B6	h19040603
10001258	f02290	q68153B6	h19040603
10001259	f02290	q68153B6	h19040603
10001260	f02290	q68153B6	h19040601
10001261	f02290	q68153B6	h19040603
10001262	f02290	q68153B5	h19040601
10001263	f02290	q68153C4	h19040601
10001264	f02290	q68153B5	h19040601
10001265	f02290	q68153C5	h19040601
10001266	f02290	q68153C5	h19040601
10001267	f02290	q68153B3	h19040601
10001268	f02290	q68153B3	h19040601
10001269	f02290	q68153B3	h19040601
10001270	f02290	q68153B3	h19040601
10001271	f02290	q68153B6	h19040603
10001272	f02290	q68153B3	h19040601
10001273	f02110	q59136B2	h19010301
10001274	f02110	q59136B1	h19010301
10001275	f02110	q59136A2	h19010301
10001276	f02110	q59136B1	h19010301
10001277	f02110	q59136B2	h19010301
10001278	f02110	q59136B1	h19010301
10001279	f02110	q59136B2	h19010301
10001280	f02110	q59136B2	h19010301
10001281	f02110	q59136B2	h19010301
10001282	f02110	q59136B3	h19010301
10001283	f02110	q59136B3	h19010301
10001284	f02110	q59136B3	h19010301
10001285	f02110	q59136B3	h19010301
10001286	f02110	q59136C3	h19010301
10001287	f02110	q59136B2	h19010301
10001288	f02110	q59136B1	h19010301
10001289	f02110	q59136C3	h19010301
10001290	f02110	q59136B3	h19010301
10001291	f02110	q59136B2	h19010301
10001292	f02110	q59136A1	h19010301
10001293	f02110	q59136B2	h19010301
10001294	f02110	q59136C3	h19010301
10001295	f02110	q59136C3	h19010301
10001296	f02110	q59136C3	h19010301
10001297	f02110	q59136C3	h19010301
10001298	f02110	q59136B2	h19010301
10001299	f02110	q59136B2	h19010301
10001300	f02110	q59136B2	h19010301
10001301	f02110	q59136B2	h19010301
10001302	f02110	q59136B1	h19010301
10001303	f02110	q59136B2	h19010301
10001304	f02110	q59136B2	h19010301
10001305	f02110	q59136B2	h19010301
10001306	f02110	q59136B2	h19010301
10001307	f02110	q59136B2	h19010301
10001308	f02110	q59136B2	h19010301
