occurrence_id,latitude,longitude,state,label,b2_blue,b3_green,b4_red,b8_nir,b11_swir1,b12_swir2,ferrous_iron_index,swir_alteration_index,clay_carbonate_index,ndvi,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,tri_roughness,dist_to_fault_km,dist_to_lineament_km,lithology,spatial_block_id,spatial_split
MN_BG_0181,18.29954,83.00265,Andhra Pradesh,0,0.1038,0.1773,0.1669,0.3725,0.2639,0.2218,1.6086,1.1896,0.7084,0.3811,134.68,3.17,117.11,0.8902,-0.4556,11.95,2.41,3.71,Sandstone Sedimentary,18_83,validation
MN_BG_0182,15.67807,77.15458,Karnataka,0,0.1053,0.1315,0.2109,0.372,0.171,0.1853,2.0035,0.9225,0.4596,0.2765,342.17,2.71,281.03,-0.9815,0.1913,10.59,10.52,24.33,Deccan Basalt Trap,15_77,train
MN_BG_0183,21.22452,79.88357,Madhya Pradesh / Maharashtra,0,0.0778,0.1572,0.2311,0.2436,0.2319,0.1811,2.9704,1.281,0.9522,0.0263,344.61,4.65,297.9,-0.8837,0.468,12.83,7.43,20.31,Sandstone Sedimentary,21_79,train
MN_BG_0184,18.3296,82.72315,Odisha,0,0.0685,0.1171,0.2198,0.2562,0.1766,0.2118,3.2076,0.8341,0.6895,0.0764,379.6,3.07,197.75,-0.3049,-0.9524,16.0,4.49,5.27,Schist Gneiss Complex,18_82,train
MN_BG_0185,18.50341,84.63183,Andhra Pradesh,0,0.061,0.1626,0.1549,0.4034,0.2462,0.2212,2.5412,1.1132,0.6103,0.4451,301.85,2.5,180.39,-0.0068,-1.0,9.73,9.34,4.49,Alluvial Quaternary Plains,18_84,train
MN_BG_0186,14.80211,74.55548,Karnataka,0,0.1177,0.1572,0.2543,0.2721,0.2831,0.2171,2.1607,1.3043,1.0403,0.0339,455.82,8.36,113.96,0.9138,-0.4061,14.47,20.34,5.57,Schist Gneiss Complex,14_74,train
MN_BG_0187,14.34473,77.00589,Karnataka,0,0.111,0.1786,0.2154,0.2769,0.1828,0.1424,1.9394,1.2834,0.6601,0.1251,285.08,4.48,68.91,0.933,0.3598,11.21,6.76,16.83,Alluvial Quaternary Plains,14_77,train
MN_BG_0188,21.49243,80.07652,Madhya Pradesh / Maharashtra,0,0.0799,0.1045,0.1849,0.4372,0.2498,0.2006,2.3124,1.2456,0.5714,0.4056,277.64,1.64,150.6,0.4909,-0.8712,10.58,16.68,1.5,Alluvial Quaternary Plains,21_80,validation
MN_BG_0189,18.35921,83.77763,Andhra Pradesh,0,0.1188,0.1054,0.2022,0.2613,0.2959,0.1336,1.7021,2.2148,1.1326,0.1273,426.22,3.36,253.64,-0.9595,-0.2817,1.12,6.08,2.46,Deccan Basalt Trap,18_83,validation
MN_BG_0190,21.57286,79.11763,Madhya Pradesh / Maharashtra,0,0.0772,0.1525,0.2562,0.3588,0.1708,0.1291,3.3169,1.3231,0.4759,0.1668,206.34,4.95,33.14,0.5467,0.8373,9.24,10.97,7.82,Sandstone Sedimentary,21_79,train
MN_BG_0191,21.22784,78.53475,Madhya Pradesh / Maharashtra,0,0.1179,0.1201,0.2211,0.3825,0.2454,0.1575,1.8755,1.5576,0.6415,0.2674,349.0,0.59,311.79,-0.7455,0.6665,10.71,2.72,7.09,Deccan Basalt Trap,21_78,train
MN_BG_0192,21.88818,79.43875,Madhya Pradesh / Maharashtra,0,0.0609,0.1466,0.1704,0.3236,0.2941,0.1679,2.7964,1.7516,0.9088,0.3101,320.65,4.04,242.09,-0.8836,-0.4681,10.18,45.27,1.5,Deccan Basalt Trap,21_79,train
MN_BG_0193,14.67067,74.47788,Karnataka,0,0.1049,0.1732,0.1921,0.2795,0.2208,0.2068,1.831,1.0677,0.79,0.1854,291.42,4.94,220.79,-0.6532,-0.7572,3.33,15.02,1.5,Alluvial Quaternary Plains,14_74,train
MN_BG_0194,21.88537,85.67651,Odisha,0,0.0608,0.1199,0.1657,0.2823,0.1947,0.1275,2.7246,1.5267,0.6896,0.2602,352.07,10.32,218.42,-0.6215,-0.7834,7.3,13.41,1.5,Schist Gneiss Complex,21_85,test
MN_BG_0195,15.76393,76.61527,Karnataka,0,0.1094,0.1746,0.2053,0.2661,0.2463,0.2091,1.877,1.1779,0.9259,0.1289,303.89,10.34,24.65,0.417,0.9089,11.23,10.54,6.18,Alluvial Quaternary Plains,15_76,test
MN_BG_0196,18.47898,84.61162,Andhra Pradesh,0,0.1,0.163,0.1945,0.365,0.1948,0.2047,1.9454,0.9517,0.5337,0.3046,271.16,0.35,233.76,-0.8065,-0.5912,1.0,33.04,1.5,Deccan Basalt Trap,18_84,train
MN_BG_0197,14.28943,75.53176,Karnataka,0,0.0613,0.1241,0.2003,0.2329,0.2288,0.2313,3.267,0.9892,0.9821,0.0753,312.69,4.07,147.48,0.5376,-0.8432,3.47,2.08,1.5,Alluvial Quaternary Plains,14_75,train
MN_BG_0198,18.97972,85.35614,Odisha,0,0.1129,0.1651,0.2222,0.2454,0.2005,0.1572,1.9682,1.2755,0.817,0.0496,363.19,5.5,192.8,-0.2215,-0.9752,1.86,5.3,3.49,Schist Gneiss Complex,18_85,train
MN_BG_0199,19.02608,83.55403,Andhra Pradesh,0,0.1148,0.1762,0.1792,0.3015,0.2308,0.2329,1.5607,0.9908,0.7654,0.2544,385.84,0.2,181.13,-0.0197,-0.9998,9.97,13.56,14.56,Sandstone Sedimentary,19_83,train
MN_BG_0200,18.97286,83.79058,Andhra Pradesh,0,0.0966,0.1128,0.2208,0.2612,0.2572,0.1476,2.2853,1.7428,0.9844,0.0838,261.78,5.54,58.09,0.8489,0.5286,15.48,2.0,1.5,Sandstone Sedimentary,18_83,validation
MN_BG_0201,21.63076,79.89783,Madhya Pradesh / Maharashtra,0,0.0747,0.1046,0.1869,0.2739,0.1907,0.2352,2.5016,0.811,0.6965,0.1887,381.92,11.47,149.68,0.5048,-0.8632,13.87,14.31,9.69,Alluvial Quaternary Plains,21_79,train
MN_BG_0202,20.30047,84.27142,Odisha,0,0.1122,0.1505,0.2039,0.2465,0.2448,0.1341,1.8168,1.8259,0.9929,0.0947,80.24,2.51,249.15,-0.9345,-0.356,6.87,2.77,3.98,Alluvial Quaternary Plains,20_84,test
MN_BG_0203,14.05165,75.72342,Karnataka,0,0.0852,0.1014,0.2351,0.2359,0.2264,0.1873,2.7611,1.2088,0.9598,0.0016,421.78,8.19,91.18,0.9998,-0.0206,13.48,20.67,14.83,Sandstone Sedimentary,14_75,train
MN_BG_0204,18.43372,84.4248,Andhra Pradesh,0,0.0871,0.1147,0.2426,0.423,0.2253,0.1291,2.786,1.7452,0.5326,0.271,301.88,8.91,324.64,-0.5787,0.8155,6.67,2.73,1.5,Deccan Basalt Trap,18_84,train
MN_BG_0205,19.10231,83.98205,Andhra Pradesh,0,0.1189,0.136,0.2016,0.4475,0.1924,0.2331,1.6955,0.8254,0.43,0.3788,283.97,3.49,25.2,0.4258,0.9048,11.32,14.72,3.75,Schist Gneiss Complex,19_83,train
MN_BG_0206,18.05892,83.6299,Andhra Pradesh,0,0.1158,0.1303,0.2398,0.4137,0.2123,0.1958,2.0712,1.0838,0.513,0.2662,424.08,5.51,153.39,0.448,-0.894,6.18,9.53,5.89,Deccan Basalt Trap,18_83,validation
MN_BG_0207,15.32918,76.47551,Karnataka,0,0.0609,0.1166,0.2256,0.3089,0.2527,0.1616,3.7055,1.5637,0.8182,0.1559,191.07,4.14,92.96,0.9987,-0.0517,3.45,17.86,15.32,Alluvial Quaternary Plains,15_76,test
MN_BG_0208,22.01323,79.20588,Madhya Pradesh / Maharashtra,0,0.0849,0.157,0.1863,0.3554,0.186,0.192,2.1949,0.9686,0.5233,0.312,469.08,8.03,200.85,-0.356,-0.9345,11.94,10.54,1.5,Sandstone Sedimentary,22_79,train
MN_BG_0209,21.52124,80.70455,Madhya Pradesh / Maharashtra,0,0.0859,0.1439,0.204,0.3665,0.2648,0.147,2.3757,1.801,0.7225,0.2848,406.77,5.54,166.72,0.2297,-0.9733,12.09,20.83,1.5,Alluvial Quaternary Plains,21_80,validation
MN_BG_0210,15.71845,75.58457,Karnataka,0,0.119,0.1629,0.2328,0.392,0.1811,0.1461,1.9566,1.2397,0.4619,0.2547,174.23,0.2,149.49,0.5077,-0.8615,7.46,26.32,13.91,Schist Gneiss Complex,15_75,test
MN_BG_0211,19.11556,84.41079,Andhra Pradesh,0,0.0857,0.1161,0.2017,0.3893,0.2211,0.2,2.3525,1.1054,0.5679,0.3175,311.06,4.05,292.58,-0.9234,0.3839,18.3,4.35,3.06,Sandstone Sedimentary,19_84,test
MN_BG_0212,19.15922,84.52852,Andhra Pradesh,0,0.0844,0.1011,0.1496,0.2918,0.1622,0.1221,1.7736,1.3289,0.5559,0.3221,184.13,5.92,111.22,0.9322,-0.362,10.44,2.0,5.73,Deccan Basalt Trap,19_84,test
MN_BG_0213,16.03372,75.44445,Karnataka,0,0.0841,0.1312,0.1483,0.3668,0.2626,0.2011,1.7627,1.3057,0.7159,0.4242,311.04,1.98,205.01,-0.4228,-0.9062,7.24,5.57,7.71,Sandstone Sedimentary,16_75,train
MN_BG_0214,14.76707,75.52918,Karnataka,0,0.0896,0.1689,0.1953,0.4362,0.2306,0.2339,2.1789,0.9857,0.5286,0.3814,376.25,3.89,310.91,-0.7557,0.6549,12.73,2.0,20.73,Schist Gneiss Complex,14_75,train
MN_BG_0215,18.42844,85.2703,Odisha,0,0.1185,0.1056,0.2066,0.392,0.2734,0.1697,1.7438,1.6117,0.6976,0.3098,171.13,11.91,341.55,-0.3165,0.9486,9.18,2.0,1.5,Sandstone Sedimentary,18_85,train
MN_BG_0216,18.59133,84.23426,Andhra Pradesh,0,0.1146,0.1511,0.2544,0.4228,0.2418,0.2201,2.2198,1.0989,0.572,0.2486,253.94,3.26,266.6,-0.9982,-0.0592,9.38,2.0,7.21,Schist Gneiss Complex,18_84,train
MN_BG_0217,18.08649,83.41543,Andhra Pradesh,0,0.1149,0.1493,0.1696,0.3789,0.2435,0.1802,1.4751,1.3516,0.6429,0.3817,399.15,3.69,318.45,-0.6633,0.7484,7.48,2.92,9.4,Sandstone Sedimentary,18_83,validation
MN_BG_0218,15.17128,77.02232,Karnataka,0,0.1066,0.1102,0.1817,0.3201,0.2154,0.2003,1.7052,1.0755,0.6729,0.2759,261.38,4.23,198.68,-0.3202,-0.9473,11.13,18.69,4.31,Deccan Basalt Trap,15_77,train
MN_BG_0219,21.55992,78.62701,Madhya Pradesh / Maharashtra,0,0.1165,0.106,0.1926,0.3419,0.2979,0.1399,1.6527,2.1293,0.8715,0.2793,252.97,3.75,227.01,-0.7315,-0.6819,6.71,5.24,2.88,Schist Gneiss Complex,21_78,train
MN_BG_0220,18.91448,86.36242,Odisha,0,0.1066,0.1061,0.2584,0.2824,0.1738,0.2195,2.4239,0.7917,0.6154,0.0444,388.14,7.75,56.15,0.8305,0.557,14.5,7.81,12.13,Schist Gneiss Complex,18_86,train
MN_BG_0221,21.2987,78.50722,Madhya Pradesh / Maharashtra,0,0.0705,0.17,0.193,0.4464,0.2154,0.2058,2.7394,1.0465,0.4826,0.3963,212.24,1.05,68.66,0.9314,0.3639,11.02,50.0,8.73,Deccan Basalt Trap,21_78,train
MN_BG_0222,13.6214,74.57907,Karnataka,0,0.0938,0.1612,0.2529,0.2236,0.2332,0.1765,2.6969,1.3211,1.0427,-0.0613,106.45,7.44,247.33,-0.9228,-0.3854,16.33,12.88,1.5,Schist Gneiss Complex,13_74,validation
MN_BG_0223,20.99717,80.10662,Madhya Pradesh / Maharashtra,0,0.085,0.1411,0.2484,0.4247,0.2745,0.1812,2.9233,1.5147,0.6464,0.2619,298.49,10.38,313.06,-0.7307,0.6827,10.08,32.32,10.83,Sandstone Sedimentary,20_80,train
MN_BG_0224,21.01065,80.46582,Madhya Pradesh / Maharashtra,0,0.0699,0.1683,0.1989,0.3135,0.2864,0.1925,2.8446,1.4883,0.9137,0.2237,282.67,9.88,133.62,0.7239,-0.6899,16.64,18.48,2.33,Deccan Basalt Trap,21_80,validation
MN_BG_0225,15.91376,75.21244,Karnataka,0,0.1038,0.1459,0.1805,0.4474,0.1635,0.1503,1.7396,1.0879,0.3656,0.425,513.15,12.0,212.02,-0.5302,-0.8479,11.18,11.0,1.5,Schist Gneiss Complex,15_75,test
MN_BG_0226,19.17463,83.64109,Odisha,0,0.0933,0.116,0.1753,0.2745,0.2928,0.2334,1.8794,1.2547,1.0665,0.2207,412.92,7.3,282.89,-0.9748,0.2231,9.23,10.7,1.5,Schist Gneiss Complex,19_83,train
MN_BG_0227,21.15045,85.14559,Odisha,0,0.1056,0.141,0.2245,0.4351,0.2126,0.205,2.1253,1.0373,0.4887,0.3193,472.12,4.35,274.64,-0.9967,0.0809,9.03,3.09,8.87,Schist Gneiss Complex,21_85,test
MN_BG_0228,22.03768,78.78382,Madhya Pradesh / Maharashtra,0,0.0976,0.1223,0.2424,0.4335,0.2995,0.2155,2.4837,1.3896,0.6908,0.2828,253.33,2.87,120.96,0.8575,-0.5145,11.27,7.52,11.88,Alluvial Quaternary Plains,22_78,test
MN_BG_0229,18.99438,86.46618,Odisha,0,0.1017,0.1489,0.164,0.2328,0.2396,0.1982,1.6118,1.2089,1.0293,0.1734,315.08,0.92,308.34,-0.7844,0.6203,2.76,16.61,4.51,Schist Gneiss Complex,18_86,train
MN_BG_0230,19.38776,84.2999,Odisha,0,0.0776,0.1266,0.1753,0.2295,0.2492,0.1917,2.2598,1.3001,1.0856,0.1341,194.84,1.91,106.44,0.9591,-0.2829,10.68,11.6,7.32,Schist Gneiss Complex,19_84,test
MN_BG_0231,18.45554,84.64328,Andhra Pradesh,0,0.0804,0.1364,0.2214,0.3449,0.2086,0.1723,2.7538,1.2106,0.6047,0.2181,230.22,7.84,51.21,0.7795,0.6264,11.9,2.0,35.0,Alluvial Quaternary Plains,18_84,train
MN_BG_0232,16.15908,77.01699,Karnataka,0,0.0872,0.1159,0.1598,0.2752,0.2594,0.1528,1.833,1.6983,0.9427,0.2653,249.1,3.27,328.76,-0.5186,0.855,1.0,2.52,1.5,Deccan Basalt Trap,16_77,train
MN_BG_0233,22.24763,79.98929,Madhya Pradesh / Maharashtra,0,0.0764,0.1142,0.1753,0.2464,0.2918,0.2141,2.2952,1.3629,1.1843,0.1686,389.62,4.86,89.8,1.0,0.0034,11.41,5.3,11.33,Schist Gneiss Complex,22_79,train
MN_BG_0234,14.30691,74.52117,Karnataka,0,0.0864,0.1584,0.2528,0.3589,0.2808,0.2187,2.9261,1.2841,0.7826,0.1734,329.89,5.03,42.09,0.6703,0.7421,3.29,13.75,23.95,Deccan Basalt Trap,14_74,train
MN_BG_0235,18.95405,84.13803,Andhra Pradesh,0,0.095,0.1312,0.1826,0.2304,0.1905,0.1218,1.9219,1.5638,0.8268,0.1157,207.89,5.77,314.29,-0.7159,0.6983,16.09,6.35,6.58,Schist Gneiss Complex,18_84,train
MN_BG_0236,18.54748,83.59193,Odisha,0,0.1068,0.1079,0.1491,0.3032,0.1729,0.1902,1.3959,0.909,0.5703,0.3407,309.78,6.17,282.06,-0.9779,0.2089,7.61,14.44,7.68,Sandstone Sedimentary,18_83,validation
MN_BG_0237,18.28998,84.5716,Andhra Pradesh,0,0.1074,0.1599,0.2074,0.2766,0.2193,0.2152,1.9312,1.0189,0.7927,0.1432,238.29,3.94,41.65,0.6646,0.7472,8.59,2.95,35.0,Alluvial Quaternary Plains,18_84,train
MN_BG_0238,18.77912,85.46168,Odisha,0,0.1139,0.1596,0.1492,0.4261,0.2712,0.139,1.3101,1.9508,0.6364,0.4813,247.92,5.44,56.17,0.8307,0.5567,5.98,21.59,3.55,Alluvial Quaternary Plains,18_85,train
MN_BG_0239,21.7051,78.92015,Madhya Pradesh / Maharashtra,0,0.0684,0.1461,0.2314,0.3997,0.1986,0.1445,3.3846,1.3743,0.4968,0.2667,277.22,2.92,216.61,-0.5963,-0.8028,7.8,3.45,8.49,Deccan Basalt Trap,21_78,train
MN_BG_0240,21.33138,80.63463,Madhya Pradesh / Maharashtra,0,0.1107,0.1179,0.1687,0.3378,0.2683,0.1253,1.524,2.1415,0.7942,0.3339,326.74,8.3,83.33,0.9932,0.1161,13.88,13.72,22.53,Schist Gneiss Complex,21_80,validation
MN_BG_0241,18.41555,83.78872,Andhra Pradesh,0,0.114,0.177,0.1933,0.3925,0.2344,0.1845,1.6962,1.2704,0.5973,0.3401,208.69,3.08,103.68,0.9716,-0.2365,6.67,28.53,1.5,Deccan Basalt Trap,18_83,validation
MN_BG_0242,18.67376,84.27821,Andhra Pradesh,0,0.0657,0.1254,0.2562,0.2803,0.2038,0.2204,3.8975,0.9249,0.7271,0.0449,294.92,5.05,136.66,0.6863,-0.7273,5.94,4.57,2.69,Deccan Basalt Trap,18_84,train
MN_BG_0243,21.30372,78.59902,Madhya Pradesh / Maharashtra,0,0.1069,0.1319,0.1933,0.4255,0.2521,0.121,1.8086,2.0842,0.5925,0.3753,312.88,4.08,180.17,-0.003,-1.0,2.23,9.51,2.57,Deccan Basalt Trap,21_78,train
MN_BG_0244,18.27977,84.59184,Andhra Pradesh,0,0.0936,0.1663,0.2255,0.3802,0.2054,0.1481,2.4105,1.3873,0.5402,0.2554,252.7,6.55,295.35,-0.9037,0.4282,7.04,6.97,1.5,Deccan Basalt Trap,18_84,train
MN_BG_0245,18.80515,83.81793,Andhra Pradesh,0,0.1068,0.1798,0.1629,0.3257,0.2203,0.1565,1.5254,1.4075,0.6765,0.3331,272.31,8.05,178.88,0.0195,-0.9998,9.25,7.01,12.76,Deccan Basalt Trap,18_83,validation
MN_BG_0246,21.0997,83.96434,Odisha,0,0.1083,0.1042,0.1592,0.2972,0.1708,0.1482,1.4696,1.1522,0.5746,0.3025,195.04,1.96,100.76,0.9824,-0.1867,4.92,3.9,1.5,Deccan Basalt Trap,21_83,train
MN_BG_0247,21.14192,79.46601,Madhya Pradesh / Maharashtra,0,0.0606,0.1686,0.2277,0.4378,0.2694,0.1576,3.7592,1.7091,0.6155,0.3156,364.1,2.05,131.08,0.7538,-0.6571,8.02,2.0,6.13,Sandstone Sedimentary,21_79,train
MN_BG_0248,15.52892,74.5959,Karnataka,0,0.0908,0.1156,0.1512,0.3144,0.1829,0.1466,1.6652,1.2473,0.5816,0.3506,291.45,1.8,31.53,0.523,0.8523,5.07,2.0,1.72,Deccan Basalt Trap,15_74,train
MN_BG_0249,20.83112,83.7355,Odisha,0,0.0768,0.1266,0.2195,0.4202,0.2663,0.2073,2.8591,1.2844,0.6336,0.3137,464.37,4.73,198.99,-0.3255,-0.9456,5.9,4.22,19.34,Alluvial Quaternary Plains,20_83,test
MN_BG_0250,18.95408,83.62381,Andhra Pradesh,0,0.0845,0.11,0.1606,0.4103,0.2419,0.1605,1.9009,1.507,0.5895,0.4375,232.94,3.33,351.37,-0.15,0.9887,11.48,5.07,3.29,Sandstone Sedimentary,18_83,validation
MN_BG_0251,18.15874,83.20005,Andhra Pradesh,0,0.0989,0.17,0.2349,0.2525,0.2364,0.1327,2.3751,1.7817,0.9363,0.0361,301.57,4.08,192.65,-0.2191,-0.9757,9.48,2.0,1.5,Sandstone Sedimentary,18_83,validation
MN_BG_0252,18.99018,83.91275,Andhra Pradesh,0,0.0983,0.1788,0.2322,0.3199,0.2225,0.1943,2.3624,1.1454,0.6955,0.1589,80.0,5.23,232.15,-0.7896,-0.6136,16.91,2.0,4.49,Schist Gneiss Complex,18_83,validation
MN_BG_0253,18.74253,82.92805,Odisha,0,0.0962,0.1419,0.1704,0.3283,0.2289,0.1434,1.7718,1.5963,0.6972,0.3166,395.95,7.11,284.93,-0.9663,0.2576,9.63,2.0,2.72,Deccan Basalt Trap,18_82,train
MN_BG_0254,16.10232,74.60524,Karnataka,0,0.0691,0.1712,0.2533,0.3961,0.1608,0.1202,3.6649,1.3378,0.4058,0.22,514.71,2.18,6.62,0.1153,0.9933,7.12,7.48,22.93,Alluvial Quaternary Plains,16_74,test
MN_BG_0255,20.97679,85.30461,Odisha,0,0.0751,0.152,0.1655,0.2481,0.2582,0.1336,2.2045,1.9324,1.0408,0.1997,146.51,10.28,45.5,0.7132,0.7009,8.82,19.73,14.76,Sandstone Sedimentary,20_85,train
MN_BG_0256,19.01069,84.21112,Andhra Pradesh,0,0.1035,0.1394,0.216,0.4053,0.2157,0.2167,2.0879,0.9953,0.5322,0.3046,262.67,1.7,8.89,0.1545,0.988,9.79,5.41,6.33,Alluvial Quaternary Plains,19_84,test
MN_BG_0257,21.00398,80.34047,Madhya Pradesh / Maharashtra,0,0.1118,0.1121,0.2422,0.448,0.2618,0.2142,2.1666,1.2222,0.5842,0.2982,368.63,3.71,221.21,-0.6589,-0.7522,2.34,16.94,1.5,Alluvial Quaternary Plains,21_80,validation
MN_BG_0258,18.42357,83.22999,Andhra Pradesh,0,0.0865,0.1034,0.2222,0.4276,0.2772,0.1353,2.567,2.0491,0.6483,0.3162,335.64,5.81,332.73,-0.4582,0.8889,7.54,7.41,5.53,Alluvial Quaternary Plains,18_83,validation
MN_BG_0259,19.01377,83.21279,Andhra Pradesh,0,0.06,0.157,0.1828,0.2785,0.1618,0.1848,3.0464,0.8754,0.5809,0.2075,344.76,13.5,30.62,0.5093,0.8606,1.0,11.21,3.94,Alluvial Quaternary Plains,19_83,train
MN_BG_0260,18.12345,83.56685,Andhra Pradesh,0,0.0658,0.1142,0.2585,0.3221,0.2345,0.2248,3.9283,1.0428,0.7278,0.1096,368.88,3.51,110.07,0.9393,-0.3431,12.56,6.18,8.93,Deccan Basalt Trap,18_83,validation
MN_BG_0261,18.40981,83.23978,Andhra Pradesh,0,0.0979,0.1103,0.2094,0.3795,0.2581,0.2104,2.1381,1.2265,0.6801,0.2888,289.99,8.45,262.89,-0.9923,-0.1238,3.77,2.0,2.68,Schist Gneiss Complex,18_83,validation
MN_BG_0262,15.16619,76.74988,Karnataka,0,0.0718,0.11,0.2556,0.2449,0.227,0.1903,3.5613,1.193,0.927,-0.0215,330.45,2.64,20.53,0.3507,0.9365,8.84,2.0,7.05,Sandstone Sedimentary,15_76,test
MN_BG_0263,14.1311,76.11332,Karnataka,0,0.1092,0.1033,0.1998,0.3785,0.1953,0.1569,1.8294,1.2446,0.516,0.3091,365.27,5.92,291.57,-0.93,0.3677,14.86,5.45,8.19,Alluvial Quaternary Plains,14_76,validation
MN_BG_0264,18.24692,84.26313,Andhra Pradesh,0,0.0934,0.1287,0.2494,0.2248,0.2042,0.1268,2.6701,1.6101,0.9083,-0.0518,341.67,7.5,119.29,0.8722,-0.4892,12.54,13.51,4.03,Alluvial Quaternary Plains,18_84,train
MN_BG_0265,14.7263,75.43684,Karnataka,0,0.1161,0.1201,0.1545,0.3544,0.2957,0.1653,1.3305,1.7884,0.8343,0.393,273.68,3.72,182.14,-0.0373,-0.9993,10.33,50.0,4.81,Deccan Basalt Trap,14_75,train
MN_BG_0266,18.52092,83.20726,Andhra Pradesh,0,0.113,0.1332,0.1865,0.3717,0.2219,0.1978,1.6502,1.1218,0.5969,0.3319,201.83,5.72,343.64,-0.2816,0.9595,10.54,2.0,5.19,Sandstone Sedimentary,18_83,validation
MN_BG_0267,18.75626,83.72263,Andhra Pradesh,0,0.0803,0.1101,0.187,0.2574,0.2628,0.1451,2.3293,1.8117,1.021,0.1584,297.27,3.16,214.28,-0.5633,-0.8263,9.35,5.09,13.0,Deccan Basalt Trap,18_83,validation
MN_BG_0268,18.10306,84.01853,Andhra Pradesh,0,0.1145,0.1317,0.1756,0.253,0.1812,0.1719,1.5335,1.0539,0.7162,0.1807,382.43,2.93,338.24,-0.3706,0.9288,9.19,16.88,7.07,Schist Gneiss Complex,18_84,train
MN_BG_0269,20.9283,79.59673,Madhya Pradesh / Maharashtra,0,0.0978,0.1663,0.234,0.2837,0.2917,0.1349,2.3926,2.1622,1.0282,0.096,340.36,2.76,14.5,0.2504,0.9681,10.24,10.43,21.98,Alluvial Quaternary Plains,20_79,validation
MN_BG_0270,21.57004,80.36225,Madhya Pradesh / Maharashtra,0,0.117,0.1018,0.2579,0.2398,0.274,0.1536,2.2037,1.7835,1.1426,-0.0364,80.0,4.68,231.82,-0.7861,-0.6181,4.22,5.75,1.5,Sandstone Sedimentary,21_80,validation
MN_BG_0271,15.93649,75.34965,Karnataka,0,0.073,0.1354,0.1458,0.4087,0.2757,0.1906,1.9978,1.4467,0.6745,0.4741,392.73,3.52,199.69,-0.3369,-0.9415,10.28,18.41,7.3,Sandstone Sedimentary,15_75,test
MN_BG_0272,16.08645,75.82334,Karnataka,0,0.0963,0.1176,0.2151,0.3515,0.1859,0.1272,2.2333,1.4619,0.5289,0.2407,389.12,9.4,188.42,-0.1465,-0.9892,10.72,3.09,8.79,Sandstone Sedimentary,16_75,train
MN_BG_0273,14.69295,74.6901,Karnataka,0,0.0711,0.1162,0.1864,0.2318,0.2157,0.1814,2.6229,1.189,0.9306,0.1085,80.0,4.18,302.09,-0.8472,0.5313,8.58,2.0,1.5,Sandstone Sedimentary,14_74,train
MN_BG_0274,18.73582,84.58046,Andhra Pradesh,0,0.0935,0.1768,0.1458,0.2425,0.1662,0.1422,1.5603,1.1683,0.6851,0.249,184.55,11.51,16.41,0.2825,0.9593,10.89,35.02,14.77,Schist Gneiss Complex,18_84,train
MN_BG_0275,18.52419,83.23051,Odisha,0,0.0676,0.1099,0.2022,0.2765,0.2101,0.2387,2.9907,0.8802,0.7599,0.1552,318.72,5.59,51.32,0.7807,0.625,12.41,2.0,1.5,Alluvial Quaternary Plains,18_83,validation
MN_BG_0276,18.83437,83.73942,Andhra Pradesh,0,0.0894,0.1332,0.1429,0.2971,0.1848,0.1318,1.5986,1.4019,0.6219,0.3506,100.49,5.53,262.32,-0.991,-0.1337,10.53,4.55,4.0,Alluvial Quaternary Plains,18_83,validation
MN_BG_0277,18.60726,83.26984,Odisha,0,0.1079,0.1542,0.2056,0.3293,0.2891,0.1287,1.9066,2.2461,0.8781,0.2311,209.23,1.26,281.67,-0.9793,0.2023,8.68,3.05,4.08,Sandstone Sedimentary,18_83,validation
MN_BG_0278,16.1412,74.74268,Karnataka,0,0.1079,0.1267,0.2277,0.3166,0.241,0.2199,2.1093,1.0957,0.7611,0.1633,294.61,6.22,21.46,0.3659,0.9307,9.63,14.13,1.5,Sandstone Sedimentary,16_74,test
MN_BG_0279,18.71316,83.72493,Andhra Pradesh,0,0.0912,0.1797,0.1562,0.3754,0.2154,0.136,1.7134,1.5846,0.574,0.4122,413.13,1.69,174.17,0.1016,-0.9948,1.17,10.81,6.86,Alluvial Quaternary Plains,18_83,validation
MN_BG_0280,20.18131,84.87993,Odisha,0,0.0942,0.1168,0.2291,0.2258,0.2097,0.2136,2.4313,0.9815,0.9286,-0.0072,195.38,0.34,250.18,-0.9408,-0.339,10.23,10.06,12.73,Deccan Basalt Trap,20_84,test
MN_BG_0281,18.79314,83.87872,Andhra Pradesh,0,0.068,0.1209,0.1903,0.3578,0.2319,0.1546,2.7987,1.5003,0.6481,0.3057,289.84,4.52,102.83,0.9751,-0.222,11.06,2.3,5.1,Schist Gneiss Complex,18_83,validation
MN_BG_0282,15.18934,75.8516,Karnataka,0,0.0844,0.1417,0.2476,0.2651,0.1632,0.2234,2.932,0.7303,0.6153,0.0342,301.08,8.01,214.9,-0.5721,-0.8201,9.24,19.94,4.49,Schist Gneiss Complex,15_75,test
MN_BG_0283,22.26087,79.81588,Madhya Pradesh / Maharashtra,0,0.0708,0.1215,0.1638,0.2768,0.2029,0.1866,2.3125,1.0872,0.7331,0.2563,149.96,10.79,221.55,-0.6633,-0.7484,8.79,2.89,2.66,Schist Gneiss Complex,22_79,train
